giorno,migranti_sbarcati,data_riferimento,filename
22,294,2021-11-30,cruscotto_statistico_giornaliero_30-11-2021.pdf
16,267,2021-12-31,cruscotto_statistico_giornaliero_31-12-2021.pdf
20,132,2021-12-31,cruscotto_statistico_giornaliero_31-12-2021.pdf
19,4,2021-12-31,cruscotto_statistico_giornaliero_31-12-2021.pdf
14,14,2021-12-31,cruscotto_statistico_giornaliero_31-12-2021.pdf
13,0,2021-12-31,cruscotto_statistico_giornaliero_31-12-2021.pdf
12,0,2021-12-31,cruscotto_statistico_giornaliero_31-12-2021.pdf
31,0,2021-12-31,cruscotto_statistico_giornaliero_31-12-2021.pdf
11,0,2021-12-31,cruscotto_statistico_giornaliero_31-12-2021.pdf
30,0,2021-12-31,cruscotto_statistico_giornaliero_31-12-2021.pdf
10,0,2021-12-31,cruscotto_statistico_giornaliero_31-12-2021.pdf
29,558,2021-12-31,cruscotto_statistico_giornaliero_31-12-2021.pdf
9,0,2021-12-31,cruscotto_statistico_giornaliero_31-12-2021.pdf
18,0,2021-12-31,cruscotto_statistico_giornaliero_31-12-2021.pdf
28,0,2021-12-31,cruscotto_statistico_giornaliero_31-12-2021.pdf
27,51,2021-12-31,cruscotto_statistico_giornaliero_31-12-2021.pdf
7,0,2021-12-31,cruscotto_statistico_giornaliero_31-12-2021.pdf
26,600,2021-12-31,cruscotto_statistico_giornaliero_31-12-2021.pdf
6,0,2021-12-31,cruscotto_statistico_giornaliero_31-12-2021.pdf
25,492,2021-12-31,cruscotto_statistico_giornaliero_31-12-2021.pdf
5,0,2021-12-31,cruscotto_statistico_giornaliero_31-12-2021.pdf
24,718,2021-12-31,cruscotto_statistico_giornaliero_31-12-2021.pdf
4,0,2021-12-31,cruscotto_statistico_giornaliero_31-12-2021.pdf
23,286,2021-12-31,cruscotto_statistico_giornaliero_31-12-2021.pdf
3,0,2021-12-31,cruscotto_statistico_giornaliero_31-12-2021.pdf
8,0,2021-12-31,cruscotto_statistico_giornaliero_31-12-2021.pdf
15,67,2021-12-31,cruscotto_statistico_giornaliero_31-12-2021.pdf
17,462,2021-12-31,cruscotto_statistico_giornaliero_31-12-2021.pdf
2,119,2021-12-31,cruscotto_statistico_giornaliero_31-12-2021.pdf
21,51,2021-12-31,cruscotto_statistico_giornaliero_31-12-2021.pdf
1,0,2021-12-31,cruscotto_statistico_giornaliero_31-12-2021.pdf
22,276,2021-12-31,cruscotto_statistico_giornaliero_31-12-2021.pdf
27,176,2022-01-31,cruscotto_statistico_giornaliero_31-01-2022.pdf
26,23,2022-01-31,cruscotto_statistico_giornaliero_31-01-2022.pdf
6,0,2022-01-31,cruscotto_statistico_giornaliero_31-01-2022.pdf
25,280,2022-01-31,cruscotto_statistico_giornaliero_31-01-2022.pdf
5,43,2022-01-31,cruscotto_statistico_giornaliero_31-01-2022.pdf
24,27,2022-01-31,cruscotto_statistico_giornaliero_31-01-2022.pdf
4,209,2022-01-31,cruscotto_statistico_giornaliero_31-01-2022.pdf
23,153,2022-01-31,cruscotto_statistico_giornaliero_31-01-2022.pdf
3,35,2022-01-31,cruscotto_statistico_giornaliero_31-01-2022.pdf
22,142,2022-01-31,cruscotto_statistico_giornaliero_31-01-2022.pdf
2,45,2022-01-31,cruscotto_statistico_giornaliero_31-01-2022.pdf
8,10,2022-01-31,cruscotto_statistico_giornaliero_31-01-2022.pdf
28,609,2022-01-31,cruscotto_statistico_giornaliero_31-01-2022.pdf
29,0,2022-01-31,cruscotto_statistico_giornaliero_31-01-2022.pdf
21,607,2022-01-31,cruscotto_statistico_giornaliero_31-01-2022.pdf
10,0,2022-01-31,cruscotto_statistico_giornaliero_31-01-2022.pdf
30,176,2022-01-31,cruscotto_statistico_giornaliero_31-01-2022.pdf
11,0,2022-01-31,cruscotto_statistico_giornaliero_31-01-2022.pdf
31,0,2022-01-31,cruscotto_statistico_giornaliero_31-01-2022.pdf
12,0,2022-01-31,cruscotto_statistico_giornaliero_31-01-2022.pdf
13,0,2022-01-31,cruscotto_statistico_giornaliero_31-01-2022.pdf
14,0,2022-01-31,cruscotto_statistico_giornaliero_31-01-2022.pdf
15,0,2022-01-31,cruscotto_statistico_giornaliero_31-01-2022.pdf
16,8,2022-01-31,cruscotto_statistico_giornaliero_31-01-2022.pdf
17,0,2022-01-31,cruscotto_statistico_giornaliero_31-01-2022.pdf
18,0,2022-01-31,cruscotto_statistico_giornaliero_31-01-2022.pdf
19,196,2022-01-31,cruscotto_statistico_giornaliero_31-01-2022.pdf
20,260,2022-01-31,cruscotto_statistico_giornaliero_31-01-2022.pdf
9,0,2022-01-31,cruscotto_statistico_giornaliero_31-01-2022.pdf
1,36,2022-01-31,cruscotto_statistico_giornaliero_31-01-2022.pdf
7,0,2022-01-31,cruscotto_statistico_giornaliero_31-01-2022.pdf
28,0,2022-02-28,cruscotto_statistico_giornaliero_28-02-2022_1.pdf
18,0,2022-02-28,cruscotto_statistico_giornaliero_28-02-2022_1.pdf
17,0,2022-02-28,cruscotto_statistico_giornaliero_28-02-2022_1.pdf
16,98,2022-02-28,cruscotto_statistico_giornaliero_28-02-2022_1.pdf
15,85,2022-02-28,cruscotto_statistico_giornaliero_28-02-2022_1.pdf
14,56,2022-02-28,cruscotto_statistico_giornaliero_28-02-2022_1.pdf
13,247,2022-02-28,cruscotto_statistico_giornaliero_28-02-2022_1.pdf
12,365,2022-02-28,cruscotto_statistico_giornaliero_28-02-2022_1.pdf
11,257,2022-02-28,cruscotto_statistico_giornaliero_28-02-2022_1.pdf
10,102,2022-02-28,cruscotto_statistico_giornaliero_28-02-2022_1.pdf
9,0,2022-02-28,cruscotto_statistico_giornaliero_28-02-2022_1.pdf
8,0,2022-02-28,cruscotto_statistico_giornaliero_28-02-2022_1.pdf
27,0,2022-02-28,cruscotto_statistico_giornaliero_28-02-2022_1.pdf
20,0,2022-02-28,cruscotto_statistico_giornaliero_28-02-2022_1.pdf
7,0,2022-02-28,cruscotto_statistico_giornaliero_28-02-2022_1.pdf
6,0,2022-02-28,cruscotto_statistico_giornaliero_28-02-2022_1.pdf
25,0,2022-02-28,cruscotto_statistico_giornaliero_28-02-2022_1.pdf
5,18,2022-02-28,cruscotto_statistico_giornaliero_28-02-2022_1.pdf
24,72,2022-02-28,cruscotto_statistico_giornaliero_28-02-2022_1.pdf
4,0,2022-02-28,cruscotto_statistico_giornaliero_28-02-2022_1.pdf
23,0,2022-02-28,cruscotto_statistico_giornaliero_28-02-2022_1.pdf
3,0,2022-02-28,cruscotto_statistico_giornaliero_28-02-2022_1.pdf
22,572,2022-02-28,cruscotto_statistico_giornaliero_28-02-2022_1.pdf
2,0,2022-02-28,cruscotto_statistico_giornaliero_28-02-2022_1.pdf
21,0,2022-02-28,cruscotto_statistico_giornaliero_28-02-2022_1.pdf
1,0,2022-02-28,cruscotto_statistico_giornaliero_28-02-2022_1.pdf
26,129,2022-02-28,cruscotto_statistico_giornaliero_28-02-2022_1.pdf
19,438,2022-02-28,cruscotto_statistico_giornaliero_28-02-2022_1.pdf
24,25,2022-03-31,cruscotto_statistico_giornaliero_31-03-2022.pdf
5,77,2022-03-31,cruscotto_statistico_giornaliero_31-03-2022.pdf
18,0,2022-03-31,cruscotto_statistico_giornaliero_31-03-2022.pdf
4,78,2022-03-31,cruscotto_statistico_giornaliero_31-03-2022.pdf
20,0,2022-03-31,cruscotto_statistico_giornaliero_31-03-2022.pdf
3,0,2022-03-31,cruscotto_statistico_giornaliero_31-03-2022.pdf
22,0,2022-03-31,cruscotto_statistico_giornaliero_31-03-2022.pdf
2,0,2022-03-31,cruscotto_statistico_giornaliero_31-03-2022.pdf
21,0,2022-03-31,cruscotto_statistico_giornaliero_31-03-2022.pdf
1,0,2022-03-31,cruscotto_statistico_giornaliero_31-03-2022.pdf
25,0,2022-03-31,cruscotto_statistico_giornaliero_31-03-2022.pdf
6,0,2022-03-31,cruscotto_statistico_giornaliero_31-03-2022.pdf
26,0,2022-03-31,cruscotto_statistico_giornaliero_31-03-2022.pdf
7,178,2022-03-31,cruscotto_statistico_giornaliero_31-03-2022.pdf
27,1,2022-03-31,cruscotto_statistico_giornaliero_31-03-2022.pdf
23,139,2022-03-31,cruscotto_statistico_giornaliero_31-03-2022.pdf
28,158,2022-03-31,cruscotto_statistico_giornaliero_31-03-2022.pdf
9,0,2022-03-31,cruscotto_statistico_giornaliero_31-03-2022.pdf
29,6,2022-03-31,cruscotto_statistico_giornaliero_31-03-2022.pdf
10,0,2022-03-31,cruscotto_statistico_giornaliero_31-03-2022.pdf
30,62,2022-03-31,cruscotto_statistico_giornaliero_31-03-2022.pdf
11,105,2022-03-31,cruscotto_statistico_giornaliero_31-03-2022.pdf
31,0,2022-03-31,cruscotto_statistico_giornaliero_31-03-2022.pdf
12,71,2022-03-31,cruscotto_statistico_giornaliero_31-03-2022.pdf
13,0,2022-03-31,cruscotto_statistico_giornaliero_31-03-2022.pdf
14,111,2022-03-31,cruscotto_statistico_giornaliero_31-03-2022.pdf
8,169,2022-03-31,cruscotto_statistico_giornaliero_31-03-2022.pdf
15,0,2022-03-31,cruscotto_statistico_giornaliero_31-03-2022.pdf
6,106,2022-04-30,cruscotto_statistico_giornaliero_30_aprile_2022.pdf
25,457,2022-04-30,cruscotto_statistico_giornaliero_30_aprile_2022.pdf
5,0,2022-04-30,cruscotto_statistico_giornaliero_30_aprile_2022.pdf
24,311,2022-04-30,cruscotto_statistico_giornaliero_30_aprile_2022.pdf
22,40,2022-04-30,cruscotto_statistico_giornaliero_30_aprile_2022.pdf
23,69,2022-04-30,cruscotto_statistico_giornaliero_30_aprile_2022.pdf
3,0,2022-04-30,cruscotto_statistico_giornaliero_30_aprile_2022.pdf
26,127,2022-04-30,cruscotto_statistico_giornaliero_30_aprile_2022.pdf
2,0,2022-04-30,cruscotto_statistico_giornaliero_30_aprile_2022.pdf
4,0,2022-04-30,cruscotto_statistico_giornaliero_30_aprile_2022.pdf
7,0,2022-04-30,cruscotto_statistico_giornaliero_30_aprile_2022.pdf
10,305,2022-04-30,cruscotto_statistico_giornaliero_30_aprile_2022.pdf
8,148,2022-04-30,cruscotto_statistico_giornaliero_30_aprile_2022.pdf
28,296,2022-04-30,cruscotto_statistico_giornaliero_30_aprile_2022.pdf
9,537,2022-04-30,cruscotto_statistico_giornaliero_30_aprile_2022.pdf
29,265,2022-04-30,cruscotto_statistico_giornaliero_30_aprile_2022.pdf
30,0,2022-04-30,cruscotto_statistico_giornaliero_30_aprile_2022.pdf
11,7,2022-04-30,cruscotto_statistico_giornaliero_30_aprile_2022.pdf
12,506,2022-04-30,cruscotto_statistico_giornaliero_30_aprile_2022.pdf
13,0,2022-04-30,cruscotto_statistico_giornaliero_30_aprile_2022.pdf
14,0,2022-04-30,cruscotto_statistico_giornaliero_30_aprile_2022.pdf
21,0,2022-04-30,cruscotto_statistico_giornaliero_30_aprile_2022.pdf
27,219,2022-04-30,cruscotto_statistico_giornaliero_30_aprile_2022.pdf
1,0,2022-04-30,cruscotto_statistico_giornaliero_30_aprile_2022.pdf
16,201,2022-04-30,cruscotto_statistico_giornaliero_30_aprile_2022.pdf
20,0,2022-04-30,cruscotto_statistico_giornaliero_30_aprile_2022.pdf
15,0,2022-04-30,cruscotto_statistico_giornaliero_30_aprile_2022.pdf
19,27,2022-04-30,cruscotto_statistico_giornaliero_30_aprile_2022.pdf
17,0,2022-04-30,cruscotto_statistico_giornaliero_30_aprile_2022.pdf
1,0,2022-05-31,cruscotto_statistico_giornaliero_31-05-2022 (1).pdf
21,405,2022-05-31,cruscotto_statistico_giornaliero_31-05-2022 (1).pdf
2,203,2022-05-31,cruscotto_statistico_giornaliero_31-05-2022 (1).pdf
22,44,2022-05-31,cruscotto_statistico_giornaliero_31-05-2022 (1).pdf
23,260,2022-05-31,cruscotto_statistico_giornaliero_31-05-2022 (1).pdf
4,94,2022-05-31,cruscotto_statistico_giornaliero_31-05-2022 (1).pdf
24,110,2022-05-31,cruscotto_statistico_giornaliero_31-05-2022 (1).pdf
5,294,2022-05-31,cruscotto_statistico_giornaliero_31-05-2022 (1).pdf
25,136,2022-05-31,cruscotto_statistico_giornaliero_31-05-2022 (1).pdf
14,687,2022-05-31,cruscotto_statistico_giornaliero_31-05-2022 (1).pdf
20,0,2022-05-31,cruscotto_statistico_giornaliero_31-05-2022 (1).pdf
13,402,2022-05-31,cruscotto_statistico_giornaliero_31-05-2022 (1).pdf
15,886,2022-05-31,cruscotto_statistico_giornaliero_31-05-2022 (1).pdf
12,339,2022-05-31,cruscotto_statistico_giornaliero_31-05-2022 (1).pdf
31,24,2022-05-31,cruscotto_statistico_giornaliero_31-05-2022 (1).pdf
11,159,2022-05-31,cruscotto_statistico_giornaliero_31-05-2022 (1).pdf
30,562,2022-05-31,cruscotto_statistico_giornaliero_31-05-2022 (1).pdf
10,282,2022-05-31,cruscotto_statistico_giornaliero_31-05-2022 (1).pdf
29,360,2022-05-31,cruscotto_statistico_giornaliero_31-05-2022 (1).pdf
9,86,2022-05-31,cruscotto_statistico_giornaliero_31-05-2022 (1).pdf
28,0,2022-05-31,cruscotto_statistico_giornaliero_31-05-2022 (1).pdf
18,706,2022-05-31,cruscotto_statistico_giornaliero_31-05-2022 (1).pdf
3,169,2022-05-31,cruscotto_statistico_giornaliero_31-05-2022 (1).pdf
8,0,2022-05-31,cruscotto_statistico_giornaliero_31-05-2022 (1).pdf
27,159,2022-05-31,cruscotto_statistico_giornaliero_31-05-2022 (1).pdf
7,71,2022-05-31,cruscotto_statistico_giornaliero_31-05-2022 (1).pdf
26,202,2022-05-31,cruscotto_statistico_giornaliero_31-05-2022 (1).pdf
6,205,2022-05-31,cruscotto_statistico_giornaliero_31-05-2022 (1).pdf
3,147,2022-06-30,cruscotto_statistico_giornaliero_30-06-2022.pdf
21,105,2022-06-30,cruscotto_statistico_giornaliero_30-06-2022.pdf
1,211,2022-06-30,cruscotto_statistico_giornaliero_30-06-2022.pdf
23,344,2022-06-30,cruscotto_statistico_giornaliero_30-06-2022.pdf
4,194,2022-06-30,cruscotto_statistico_giornaliero_30-06-2022.pdf
5,286,2022-06-30,cruscotto_statistico_giornaliero_30-06-2022.pdf
22,612,2022-06-30,cruscotto_statistico_giornaliero_30-06-2022.pdf
2,315,2022-06-30,cruscotto_statistico_giornaliero_30-06-2022.pdf
24,710,2022-06-30,cruscotto_statistico_giornaliero_30-06-2022.pdf
15,315,2022-06-30,cruscotto_statistico_giornaliero_30-06-2022.pdf
12,0,2022-06-30,cruscotto_statistico_giornaliero_30-06-2022.pdf
11,92,2022-06-30,cruscotto_statistico_giornaliero_30-06-2022.pdf
30,0,2022-06-30,cruscotto_statistico_giornaliero_30-06-2022.pdf
10,76,2022-06-30,cruscotto_statistico_giornaliero_30-06-2022.pdf
25,32,2022-06-30,cruscotto_statistico_giornaliero_30-06-2022.pdf
6,333,2022-06-30,cruscotto_statistico_giornaliero_30-06-2022.pdf
13,22,2022-06-30,cruscotto_statistico_giornaliero_30-06-2022.pdf
26,31,2022-06-30,cruscotto_statistico_giornaliero_30-06-2022.pdf
7,225,2022-06-30,cruscotto_statistico_giornaliero_30-06-2022.pdf
29,78,2022-06-30,cruscotto_statistico_giornaliero_30-06-2022.pdf
8,63,2022-06-30,cruscotto_statistico_giornaliero_30-06-2022.pdf
27,287,2022-06-30,cruscotto_statistico_giornaliero_30-06-2022.pdf
9,439,2022-06-30,cruscotto_statistico_giornaliero_30-06-2022.pdf
14,187,2022-06-30,cruscotto_statistico_giornaliero_30-06-2022.pdf
17,360,2022-06-30,cruscotto_statistico_giornaliero_30-06-2022.pdf
18,280,2022-06-30,cruscotto_statistico_giornaliero_30-06-2022.pdf
20,245,2022-06-30,cruscotto_statistico_giornaliero_30-06-2022.pdf
28,482,2022-06-30,cruscotto_statistico_giornaliero_30-06-2022.pdf
23,617,2022-07-31,cruscotto_statistico_giornaliero_31-07-2022.pdf
3,140,2022-07-31,cruscotto_statistico_giornaliero_31-07-2022.pdf
4,540,2022-07-31,cruscotto_statistico_giornaliero_31-07-2022.pdf
24,1513,2022-07-31,cruscotto_statistico_giornaliero_31-07-2022.pdf
22,502,2022-07-31,cruscotto_statistico_giornaliero_31-07-2022.pdf
2,344,2022-07-31,cruscotto_statistico_giornaliero_31-07-2022.pdf
21,35,2022-07-31,cruscotto_statistico_giornaliero_31-07-2022.pdf
1,288,2022-07-31,cruscotto_statistico_giornaliero_31-07-2022.pdf
5,725,2022-07-31,cruscotto_statistico_giornaliero_31-07-2022.pdf
25,632,2022-07-31,cruscotto_statistico_giornaliero_31-07-2022.pdf
7,528,2022-07-31,cruscotto_statistico_giornaliero_31-07-2022.pdf
26,642,2022-07-31,cruscotto_statistico_giornaliero_31-07-2022.pdf
20,267,2022-07-31,cruscotto_statistico_giornaliero_31-07-2022.pdf
18,358,2022-07-31,cruscotto_statistico_giornaliero_31-07-2022.pdf
17,450,2022-07-31,cruscotto_statistico_giornaliero_31-07-2022.pdf
16,552,2022-07-31,cruscotto_statistico_giornaliero_31-07-2022.pdf
6,664,2022-07-31,cruscotto_statistico_giornaliero_31-07-2022.pdf
13,338,2022-07-31,cruscotto_statistico_giornaliero_31-07-2022.pdf
12,394,2022-07-31,cruscotto_statistico_giornaliero_31-07-2022.pdf
31,121,2022-07-31,cruscotto_statistico_giornaliero_31-07-2022.pdf
14,249,2022-07-31,cruscotto_statistico_giornaliero_31-07-2022.pdf
30,1536,2022-07-31,cruscotto_statistico_giornaliero_31-07-2022.pdf
10,77,2022-07-31,cruscotto_statistico_giornaliero_31-07-2022.pdf
29,228,2022-07-31,cruscotto_statistico_giornaliero_31-07-2022.pdf
9,0,2022-07-31,cruscotto_statistico_giornaliero_31-07-2022.pdf
28,699,2022-07-31,cruscotto_statistico_giornaliero_31-07-2022.pdf
8,0,2022-07-31,cruscotto_statistico_giornaliero_31-07-2022.pdf
27,709,2022-07-31,cruscotto_statistico_giornaliero_31-07-2022.pdf
11,0,2022-07-31,cruscotto_statistico_giornaliero_31-07-2022.pdf
4,76,2023-02-28,cruscotto_statistico_giornaliero_28-02-2023.pdf
23,1117,2023-02-28,cruscotto_statistico_giornaliero_28-02-2023.pdf
3,473,2023-02-28,cruscotto_statistico_giornaliero_28-02-2023.pdf
22,330,2023-02-28,cruscotto_statistico_giornaliero_28-02-2023.pdf
2,75,2023-02-28,cruscotto_statistico_giornaliero_28-02-2023.pdf
1,0,2023-02-28,cruscotto_statistico_giornaliero_28-02-2023.pdf
20,284,2023-02-28,cruscotto_statistico_giornaliero_28-02-2023.pdf
21,279,2023-02-28,cruscotto_statistico_giornaliero_28-02-2023.pdf
6,386,2023-02-28,cruscotto_statistico_giornaliero_28-02-2023.pdf
15,813,2023-02-28,cruscotto_statistico_giornaliero_28-02-2023.pdf
13,26,2023-02-28,cruscotto_statistico_giornaliero_28-02-2023.pdf
12,0,2023-02-28,cruscotto_statistico_giornaliero_28-02-2023.pdf
11,0,2023-02-28,cruscotto_statistico_giornaliero_28-02-2023.pdf
10,0,2023-02-28,cruscotto_statistico_giornaliero_28-02-2023.pdf
9,0,2023-02-28,cruscotto_statistico_giornaliero_28-02-2023.pdf
28,0,2023-02-28,cruscotto_statistico_giornaliero_28-02-2023.pdf
8,0,2023-02-28,cruscotto_statistico_giornaliero_28-02-2023.pdf
27,0,2023-02-28,cruscotto_statistico_giornaliero_28-02-2023.pdf
7,486,2023-02-28,cruscotto_statistico_giornaliero_28-02-2023.pdf
26,79,2023-02-28,cruscotto_statistico_giornaliero_28-02-2023.pdf
25,81,2023-02-28,cruscotto_statistico_giornaliero_28-02-2023.pdf
5,1,2023-02-28,cruscotto_statistico_giornaliero_28-02-2023.pdf
16,1568,2023-02-28,cruscotto_statistico_giornaliero_28-02-2023.pdf
24,246,2023-02-28,cruscotto_statistico_giornaliero_28-02-2023.pdf
19,836,2023-02-28,cruscotto_statistico_giornaliero_28-02-2023.pdf
18,0,2023-02-28,cruscotto_statistico_giornaliero_28-02-2023.pdf
8,468,2023-03-31,cruscotto_statistico_giornaliero_31-03-2023.pdf
3,211,2023-03-31,cruscotto_statistico_giornaliero_31-03-2023.pdf
22,0,2023-03-31,cruscotto_statistico_giornaliero_31-03-2023.pdf
2,0,2023-03-31,cruscotto_statistico_giornaliero_31-03-2023.pdf
21,0,2023-03-31,cruscotto_statistico_giornaliero_31-03-2023.pdf
1,0,2023-03-31,cruscotto_statistico_giornaliero_31-03-2023.pdf
24,2814,2023-03-31,cruscotto_statistico_giornaliero_31-03-2023.pdf
20,0,2023-03-31,cruscotto_statistico_giornaliero_31-03-2023.pdf
19,116,2023-03-31,cruscotto_statistico_giornaliero_31-03-2023.pdf
18,0,2023-03-31,cruscotto_statistico_giornaliero_31-03-2023.pdf
16,0,2023-03-31,cruscotto_statistico_giornaliero_31-03-2023.pdf
15,0,2023-03-31,cruscotto_statistico_giornaliero_31-03-2023.pdf
14,15,2023-03-31,cruscotto_statistico_giornaliero_31-03-2023.pdf
28,161,2023-03-31,cruscotto_statistico_giornaliero_31-03-2023.pdf
13,17,2023-03-31,cruscotto_statistico_giornaliero_31-03-2023.pdf
25,2007,2023-03-31,cruscotto_statistico_giornaliero_31-03-2023.pdf
6,0,2023-03-31,cruscotto_statistico_giornaliero_31-03-2023.pdf
26,772,2023-03-31,cruscotto_statistico_giornaliero_31-03-2023.pdf
7,0,2023-03-31,cruscotto_statistico_giornaliero_31-03-2023.pdf
12,343,2023-03-31,cruscotto_statistico_giornaliero_31-03-2023.pdf
31,0,2023-03-31,cruscotto_statistico_giornaliero_31-03-2023.pdf
11,1470,2023-03-31,cruscotto_statistico_giornaliero_31-03-2023.pdf
23,491,2023-03-31,cruscotto_statistico_giornaliero_31-03-2023.pdf
30,40,2023-03-31,cruscotto_statistico_giornaliero_31-03-2023.pdf
10,1120,2023-03-31,cruscotto_statistico_giornaliero_31-03-2023.pdf
27,632,2023-03-31,cruscotto_statistico_giornaliero_31-03-2023.pdf
29,0,2023-03-31,cruscotto_statistico_giornaliero_31-03-2023.pdf
9,1865,2023-03-31,cruscotto_statistico_giornaliero_31-03-2023.pdf
5,0,2023-03-31,cruscotto_statistico_giornaliero_31-03-2023.pdf
4,0,2023-03-31,cruscotto_statistico_giornaliero_31-03-2023.pdf
11,230,2023-04-30,cruscotto_statistico_giornaliero_30-04-2023.pdf
1,321,2023-04-30,cruscotto_statistico_giornaliero_30-04-2023.pdf
20,30,2023-04-30,cruscotto_statistico_giornaliero_30-04-2023.pdf
19,378,2023-04-30,cruscotto_statistico_giornaliero_30-04-2023.pdf
16,422,2023-04-30,cruscotto_statistico_giornaliero_30-04-2023.pdf
15,221,2023-04-30,cruscotto_statistico_giornaliero_30-04-2023.pdf
14,733,2023-04-30,cruscotto_statistico_giornaliero_30-04-2023.pdf
13,442,2023-04-30,cruscotto_statistico_giornaliero_30-04-2023.pdf
12,966,2023-04-30,cruscotto_statistico_giornaliero_30-04-2023.pdf
30,0,2023-04-30,cruscotto_statistico_giornaliero_30-04-2023.pdf
10,54,2023-04-30,cruscotto_statistico_giornaliero_30-04-2023.pdf
9,1387,2023-04-30,cruscotto_statistico_giornaliero_30-04-2023.pdf
28,703,2023-04-30,cruscotto_statistico_giornaliero_30-04-2023.pdf
8,804,2023-04-30,cruscotto_statistico_giornaliero_30-04-2023.pdf
29,675,2023-04-30,cruscotto_statistico_giornaliero_30-04-2023.pdf
7,540,2023-04-30,cruscotto_statistico_giornaliero_30-04-2023.pdf
21,131,2023-04-30,cruscotto_statistico_giornaliero_30-04-2023.pdf
2,0,2023-04-30,cruscotto_statistico_giornaliero_30-04-2023.pdf
22,430,2023-04-30,cruscotto_statistico_giornaliero_30-04-2023.pdf
3,67,2023-04-30,cruscotto_statistico_giornaliero_30-04-2023.pdf
27,1306,2023-04-30,cruscotto_statistico_giornaliero_30-04-2023.pdf
4,92,2023-04-30,cruscotto_statistico_giornaliero_30-04-2023.pdf
23,673,2023-04-30,cruscotto_statistico_giornaliero_30-04-2023.pdf
24,1135,2023-04-30,cruscotto_statistico_giornaliero_30-04-2023.pdf
5,167,2023-04-30,cruscotto_statistico_giornaliero_30-04-2023.pdf
25,839,2023-04-30,cruscotto_statistico_giornaliero_30-04-2023.pdf
6,0,2023-04-30,cruscotto_statistico_giornaliero_30-04-2023.pdf
26,1098,2023-04-30,cruscotto_statistico_giornaliero_30-04-2023.pdf
19,845,2023-05-31,cruscotto_statistico_giornaliero_31-05-2023.pdf
30,914,2023-05-31,cruscotto_statistico_giornaliero_31-05-2023.pdf
16,0,2023-05-31,cruscotto_statistico_giornaliero_31-05-2023.pdf
15,0,2023-05-31,cruscotto_statistico_giornaliero_31-05-2023.pdf
14,0,2023-05-31,cruscotto_statistico_giornaliero_31-05-2023.pdf
11,0,2023-05-31,cruscotto_statistico_giornaliero_31-05-2023.pdf
20,48,2023-05-31,cruscotto_statistico_giornaliero_31-05-2023.pdf
10,42,2023-05-31,cruscotto_statistico_giornaliero_31-05-2023.pdf
13,129,2023-05-31,cruscotto_statistico_giornaliero_31-05-2023.pdf
9,374,2023-05-31,cruscotto_statistico_giornaliero_31-05-2023.pdf
28,473,2023-05-31,cruscotto_statistico_giornaliero_31-05-2023.pdf
8,55,2023-05-31,cruscotto_statistico_giornaliero_31-05-2023.pdf
27,95,2023-05-31,cruscotto_statistico_giornaliero_31-05-2023.pdf
7,341,2023-05-31,cruscotto_statistico_giornaliero_31-05-2023.pdf
26,6,2023-05-31,cruscotto_statistico_giornaliero_31-05-2023.pdf
6,1356,2023-05-31,cruscotto_statistico_giornaliero_31-05-2023.pdf
12,223,2023-05-31,cruscotto_statistico_giornaliero_31-05-2023.pdf
29,455,2023-05-31,cruscotto_statistico_giornaliero_31-05-2023.pdf
31,0,2023-05-31,cruscotto_statistico_giornaliero_31-05-2023.pdf
21,0,2023-05-31,cruscotto_statistico_giornaliero_31-05-2023.pdf
25,671,2023-05-31,cruscotto_statistico_giornaliero_31-05-2023.pdf
2,168,2023-05-31,cruscotto_statistico_giornaliero_31-05-2023.pdf
22,0,2023-05-31,cruscotto_statistico_giornaliero_31-05-2023.pdf
3,35,2023-05-31,cruscotto_statistico_giornaliero_31-05-2023.pdf
23,42,2023-05-31,cruscotto_statistico_giornaliero_31-05-2023.pdf
4,0,2023-05-31,cruscotto_statistico_giornaliero_31-05-2023.pdf
24,423,2023-05-31,cruscotto_statistico_giornaliero_31-05-2023.pdf
5,583,2023-05-31,cruscotto_statistico_giornaliero_31-05-2023.pdf
1,0,2023-05-31,cruscotto_statistico_giornaliero_31-05-2023.pdf
12,271,2023-06-30,cruscotto_statistico_giornaliero_30-06-2023.pdf
13,485,2023-06-30,cruscotto_statistico_giornaliero_30-06-2023.pdf
14,105,2023-06-30,cruscotto_statistico_giornaliero_30-06-2023.pdf
30,252,2023-06-30,cruscotto_statistico_giornaliero_30-06-2023.pdf
18,753,2023-06-30,cruscotto_statistico_giornaliero_30-06-2023.pdf
19,866,2023-06-30,cruscotto_statistico_giornaliero_30-06-2023.pdf
11,493,2023-06-30,cruscotto_statistico_giornaliero_30-06-2023.pdf
15,88,2023-06-30,cruscotto_statistico_giornaliero_30-06-2023.pdf
1,508,2023-06-30,cruscotto_statistico_giornaliero_30-06-2023.pdf
20,564,2023-06-30,cruscotto_statistico_giornaliero_30-06-2023.pdf
2,571,2023-06-30,cruscotto_statistico_giornaliero_30-06-2023.pdf
6,525,2023-06-30,cruscotto_statistico_giornaliero_30-06-2023.pdf
25,192,2023-06-30,cruscotto_statistico_giornaliero_30-06-2023.pdf
5,103,2023-06-30,cruscotto_statistico_giornaliero_30-06-2023.pdf
24,301,2023-06-30,cruscotto_statistico_giornaliero_30-06-2023.pdf
4,16,2023-06-30,cruscotto_statistico_giornaliero_30-06-2023.pdf
