regione,migranti_hot_spot,migranti_centri_accoglienza,migranti_siproimi_sai,totale_accoglienza,data_riferimento,filename,formato
Calabria,0,2029,2037,4066,2019-09-30,cruscotto_statistico_giornaliero_30-09-2019_0.pdf,post-2019
Friuli-Venezia Giulia,0,2650,353,3003,2019-10-31,cruscotto_statistico_giornaliero_31-10-2019.pdf,post-2019
Marche,0,1690,914,2604,2019-10-31,cruscotto_statistico_giornaliero_31-10-2019.pdf,post-2019
Trentino-Alto Adige,0,1831,362,2193,2019-10-31,cruscotto_statistico_giornaliero_31-10-2019.pdf,post-2019
Basilicata,0,1061,499,1560,2019-10-31,cruscotto_statistico_giornaliero_31-10-2019.pdf,post-2019
Umbria,0,1274,373,1647,2019-10-31,cruscotto_statistico_giornaliero_31-10-2019.pdf,post-2019
Sardegna,0,1341,230,1571,2019-10-31,cruscotto_statistico_giornaliero_31-10-2019.pdf,post-2019
Liguria,0,3141,715,3856,2019-10-31,cruscotto_statistico_giornaliero_31-10-2019.pdf,post-2019
Abruzzo,0,1298,484,1782,2019-10-31,cruscotto_statistico_giornaliero_31-10-2019.pdf,post-2019
Calabria,0,2029,2000,4029,2019-10-31,cruscotto_statistico_giornaliero_31-10-2019.pdf,post-2019
Lombardia,0,11404,2108,13512,2019-10-31,cruscotto_statistico_giornaliero_31-10-2019.pdf,post-2019
Veneto,0,5831,681,6512,2019-10-31,cruscotto_statistico_giornaliero_31-10-2019.pdf,post-2019
Toscana,0,5420,1303,6723,2019-10-31,cruscotto_statistico_giornaliero_31-10-2019.pdf,post-2019
Sicilia,350,3494,3051,6895,2019-10-31,cruscotto_statistico_giornaliero_31-10-2019.pdf,post-2019
Campania,0,5887,1812,7699,2019-10-31,cruscotto_statistico_giornaliero_31-10-2019.pdf,post-2019
Lazio,0,5963,2811,8774,2019-10-31,cruscotto_statistico_giornaliero_31-10-2019.pdf,post-2019
Piemonte,0,7110,1748,8858,2019-10-31,cruscotto_statistico_giornaliero_31-10-2019.pdf,post-2019
Emilia-Romagna,0,7377,2216,9593,2019-10-31,cruscotto_statistico_giornaliero_31-10-2019.pdf,post-2019
Molise,0,576,632,1208,2019-10-31,cruscotto_statistico_giornaliero_31-10-2019.pdf,post-2019
Puglia,0,2413,2260,4673,2019-10-31,cruscotto_statistico_giornaliero_31-10-2019.pdf,post-2019
Valle D'Aosta,0,145,25,170,2019-10-31,cruscotto_statistico_giornaliero_31-10-2019.pdf,post-2019
Valle D'Aosta,0,129,24,153,2019-11-30,cruscotto_statistico_giornaliero_30-11-2019.pdf,post-2019
Molise,0,469,672,1141,2019-11-30,cruscotto_statistico_giornaliero_30-11-2019.pdf,post-2019
Sardegna,0,1256,229,1485,2019-11-30,cruscotto_statistico_giornaliero_30-11-2019.pdf,post-2019
Basilicata,0,1022,495,1517,2019-11-30,cruscotto_statistico_giornaliero_30-11-2019.pdf,post-2019
Umbria,0,1179,344,1523,2019-11-30,cruscotto_statistico_giornaliero_30-11-2019.pdf,post-2019
Abruzzo,0,1218,494,1712,2019-11-30,cruscotto_statistico_giornaliero_30-11-2019.pdf,post-2019
Trentino-Alto Adige,0,1790,361,2151,2019-11-30,cruscotto_statistico_giornaliero_30-11-2019.pdf,post-2019
Friuli-Venezia Giulia,0,2573,333,2906,2019-11-30,cruscotto_statistico_giornaliero_30-11-2019.pdf,post-2019
Liguria,0,3102,695,3797,2019-11-30,cruscotto_statistico_giornaliero_30-11-2019.pdf,post-2019
Calabria,0,2222,1973,4195,2019-11-30,cruscotto_statistico_giornaliero_30-11-2019.pdf,post-2019
Marche,0,1581,955,2536,2019-11-30,cruscotto_statistico_giornaliero_30-11-2019.pdf,post-2019
Veneto,0,5591,676,6267,2019-11-30,cruscotto_statistico_giornaliero_30-11-2019.pdf,post-2019
Puglia,37,2417,2363,4817,2019-11-30,cruscotto_statistico_giornaliero_30-11-2019.pdf,post-2019
Emilia-Romagna,0,7252,2210,9462,2019-11-30,cruscotto_statistico_giornaliero_30-11-2019.pdf,post-2019
Lazio,0,5882,2837,8719,2019-11-30,cruscotto_statistico_giornaliero_30-11-2019.pdf,post-2019
Piemonte,0,6875,1739,8614,2019-11-30,cruscotto_statistico_giornaliero_30-11-2019.pdf,post-2019
Lombardia,0,11178,2081,13259,2019-11-30,cruscotto_statistico_giornaliero_30-11-2019.pdf,post-2019
Sicilia,444,3489,2964,6897,2019-11-30,cruscotto_statistico_giornaliero_30-11-2019.pdf,post-2019
Toscana,0,5105,1305,6410,2019-11-30,cruscotto_statistico_giornaliero_30-11-2019.pdf,post-2019
Campania,0,5641,1818,7459,2019-11-30,cruscotto_statistico_giornaliero_30-11-2019.pdf,post-2019
Liguria,0,2998,695,3693,2019-12-31,cruscotto_statistico_giornaliero_31-12-2019.pdf,post-2019
Sardegna,0,1194,233,1427,2019-12-31,cruscotto_statistico_giornaliero_31-12-2019.pdf,post-2019
Umbria,0,1166,322,1488,2019-12-31,cruscotto_statistico_giornaliero_31-12-2019.pdf,post-2019
Basilicata,0,986,507,1493,2019-12-31,cruscotto_statistico_giornaliero_31-12-2019.pdf,post-2019
Abruzzo,0,1193,457,1650,2019-12-31,cruscotto_statistico_giornaliero_31-12-2019.pdf,post-2019
Trentino-Alto Adige,0,1687,370,2057,2019-12-31,cruscotto_statistico_giornaliero_31-12-2019.pdf,post-2019
Marche,0,1522,942,2464,2019-12-31,cruscotto_statistico_giornaliero_31-12-2019.pdf,post-2019
Friuli-Venezia Giulia,0,2373,355,2728,2019-12-31,cruscotto_statistico_giornaliero_31-12-2019.pdf,post-2019
Calabria,0,2092,1963,4055,2019-12-31,cruscotto_statistico_giornaliero_31-12-2019.pdf,post-2019
Lombardia,0,10576,2104,12680,2019-12-31,cruscotto_statistico_giornaliero_31-12-2019.pdf,post-2019
Veneto,0,5400,671,6071,2019-12-31,cruscotto_statistico_giornaliero_31-12-2019.pdf,post-2019
Toscana,0,4840,1301,6141,2019-12-31,cruscotto_statistico_giornaliero_31-12-2019.pdf,post-2019
Sicilia,78,3316,2913,6307,2019-12-31,cruscotto_statistico_giornaliero_31-12-2019.pdf,post-2019
Campania,0,5340,1777,7117,2019-12-31,cruscotto_statistico_giornaliero_31-12-2019.pdf,post-2019
Piemonte,0,6716,1686,8402,2019-12-31,cruscotto_statistico_giornaliero_31-12-2019.pdf,post-2019
Lazio,0,5766,2749,8515,2019-12-31,cruscotto_statistico_giornaliero_31-12-2019.pdf,post-2019
Emilia-Romagna,0,7066,2340,9406,2019-12-31,cruscotto_statistico_giornaliero_31-12-2019.pdf,post-2019
Molise,0,426,637,1063,2019-12-31,cruscotto_statistico_giornaliero_31-12-2019.pdf,post-2019
Puglia,0,2181,2342,4523,2019-12-31,cruscotto_statistico_giornaliero_31-12-2019.pdf,post-2019
Valle D'Aosta,0,120,24,144,2019-12-31,cruscotto_statistico_giornaliero_31-12-2019.pdf,post-2019
Puglia,133,2135,2376,4644,2020-01-31,cruscotto_statistico_giornaliero_31_gennaio_2020.pdf,post-2019
Emilia-Romagna,0,6886,2303,9189,2020-01-31,cruscotto_statistico_giornaliero_31_gennaio_2020.pdf,post-2019
Valle D'Aosta,0,115,24,139,2020-01-31,cruscotto_statistico_giornaliero_31_gennaio_2020.pdf,post-2019
Molise,0,412,649,1061,2020-01-31,cruscotto_statistico_giornaliero_31_gennaio_2020.pdf,post-2019
Sardegna,0,1115,222,1337,2020-01-31,cruscotto_statistico_giornaliero_31_gennaio_2020.pdf,post-2019
Umbria,0,1106,332,1438,2020-01-31,cruscotto_statistico_giornaliero_31_gennaio_2020.pdf,post-2019
Abruzzo,0,1209,449,1658,2020-01-31,cruscotto_statistico_giornaliero_31_gennaio_2020.pdf,post-2019
Trentino-Alto Adige,0,1619,364,1983,2020-01-31,cruscotto_statistico_giornaliero_31_gennaio_2020.pdf,post-2019
Marche,0,1425,906,2331,2020-01-31,cruscotto_statistico_giornaliero_31_gennaio_2020.pdf,post-2019
Friuli-Venezia Giulia,0,2356,302,2658,2020-01-31,cruscotto_statistico_giornaliero_31_gennaio_2020.pdf,post-2019
Basilicata,0,972,522,1494,2020-01-31,cruscotto_statistico_giornaliero_31_gennaio_2020.pdf,post-2019
Calabria,0,1946,1925,3871,2020-01-31,cruscotto_statistico_giornaliero_31_gennaio_2020.pdf,post-2019
Liguria,0,2902,706,3608,2020-01-31,cruscotto_statistico_giornaliero_31_gennaio_2020.pdf,post-2019
Lazio,0,5561,2535,8096,2020-01-31,cruscotto_statistico_giornaliero_31_gennaio_2020.pdf,post-2019
Campania,0,5173,1784,6957,2020-01-31,cruscotto_statistico_giornaliero_31_gennaio_2020.pdf,post-2019
Sicilia,72,3171,2852,6095,2020-01-31,cruscotto_statistico_giornaliero_31_gennaio_2020.pdf,post-2019
Piemonte,0,6599,1716,8315,2020-01-31,cruscotto_statistico_giornaliero_31_gennaio_2020.pdf,post-2019
Toscana,0,4624,1288,5912,2020-01-31,cruscotto_statistico_giornaliero_31_gennaio_2020.pdf,post-2019
Veneto,0,5255,638,5893,2020-01-31,cruscotto_statistico_giornaliero_31_gennaio_2020.pdf,post-2019
Lombardia,0,10418,2088,12506,2020-01-31,cruscotto_statistico_giornaliero_31_gennaio_2020.pdf,post-2019
Emilia-Romagna,0,6780,2002,8782,2020-02-29,cruscotto_statistico_giornaliero_29-02-2020.pdf,post-2019
Lombardia,0,9967,2031,11998,2020-02-29,cruscotto_statistico_giornaliero_29-02-2020.pdf,post-2019
Piemonte,0,6479,1715,8194,2020-02-29,cruscotto_statistico_giornaliero_29-02-2020.pdf,post-2019
Lazio,0,5490,2349,7839,2020-02-29,cruscotto_statistico_giornaliero_29-02-2020.pdf,post-2019
Campania,0,4976,1717,6693,2020-02-29,cruscotto_statistico_giornaliero_29-02-2020.pdf,post-2019
Sicilia,354,3223,2649,6226,2020-02-29,cruscotto_statistico_giornaliero_29-02-2020.pdf,post-2019
Veneto,0,5151,609,5760,2020-02-29,cruscotto_statistico_giornaliero_29-02-2020.pdf,post-2019
Toscana,0,4447,1279,5726,2020-02-29,cruscotto_statistico_giornaliero_29-02-2020.pdf,post-2019
Puglia,0,1963,2379,4342,2020-02-29,cruscotto_statistico_giornaliero_29-02-2020.pdf,post-2019
Calabria,0,1906,1914,3820,2020-02-29,cruscotto_statistico_giornaliero_29-02-2020.pdf,post-2019
Friuli-Venezia Giulia,0,2308,307,2615,2020-02-29,cruscotto_statistico_giornaliero_29-02-2020.pdf,post-2019
Marche,0,1355,870,2225,2020-02-29,cruscotto_statistico_giornaliero_29-02-2020.pdf,post-2019
Liguria,0,2781,697,3478,2020-02-29,cruscotto_statistico_giornaliero_29-02-2020.pdf,post-2019
Molise,0,391,658,1049,2020-02-29,cruscotto_statistico_giornaliero_29-02-2020.pdf,post-2019
Sardegna,0,1054,217,1271,2020-02-29,cruscotto_statistico_giornaliero_29-02-2020.pdf,post-2019
Valle D'Aosta,0,101,24,125,2020-02-29,cruscotto_statistico_giornaliero_29-02-2020.pdf,post-2019
Basilicata,0,987,465,1452,2020-02-29,cruscotto_statistico_giornaliero_29-02-2020.pdf,post-2019
Abruzzo,0,1212,463,1675,2020-02-29,cruscotto_statistico_giornaliero_29-02-2020.pdf,post-2019
Trentino-Alto Adige,0,1550,364,1914,2020-02-29,cruscotto_statistico_giornaliero_29-02-2020.pdf,post-2019
Umbria,0,1112,307,1419,2020-02-29,cruscotto_statistico_giornaliero_29-02-2020.pdf,post-2019
Sardegna,0,1018,222,1240,2020-03-31,cruscotto_statistico_giornaliero_31_marzo_2020.pdf,post-2019
Friuli-Venezia Giulia,0,2353,303,2656,2020-03-31,cruscotto_statistico_giornaliero_31_marzo_2020.pdf,post-2019
Umbria,0,1087,308,1395,2020-03-31,cruscotto_statistico_giornaliero_31_marzo_2020.pdf,post-2019
Basilicata,0,949,447,1396,2020-03-31,cruscotto_statistico_giornaliero_31_marzo_2020.pdf,post-2019
Abruzzo,0,1246,444,1690,2020-03-31,cruscotto_statistico_giornaliero_31_marzo_2020.pdf,post-2019
Trentino-Alto Adige,0,1510,358,1868,2020-03-31,cruscotto_statistico_giornaliero_31_marzo_2020.pdf,post-2019
Marche,0,1289,839,2128,2020-03-31,cruscotto_statistico_giornaliero_31_marzo_2020.pdf,post-2019
Molise,0,367,620,987,2020-03-31,cruscotto_statistico_giornaliero_31_marzo_2020.pdf,post-2019
Sicilia,98,3132,2620,5850,2020-03-31,cruscotto_statistico_giornaliero_31_marzo_2020.pdf,post-2019
Puglia,0,1892,2196,4088,2020-03-31,cruscotto_statistico_giornaliero_31_marzo_2020.pdf,post-2019
Toscana,0,4369,1289,5658,2020-03-31,cruscotto_statistico_giornaliero_31_marzo_2020.pdf,post-2019
Veneto,0,5072,597,5669,2020-03-31,cruscotto_statistico_giornaliero_31_marzo_2020.pdf,post-2019
Campania,0,4868,1581,6449,2020-03-31,cruscotto_statistico_giornaliero_31_marzo_2020.pdf,post-2019
Lazio,0,5439,2298,7737,2020-03-31,cruscotto_statistico_giornaliero_31_marzo_2020.pdf,post-2019
Piemonte,0,6360,1686,8046,2020-03-31,cruscotto_statistico_giornaliero_31_marzo_2020.pdf,post-2019
Emilia-Romagna,0,6729,2038,8767,2020-03-31,cruscotto_statistico_giornaliero_31_marzo_2020.pdf,post-2019
Lombardia,0,9854,1998,11852,2020-03-31,cruscotto_statistico_giornaliero_31_marzo_2020.pdf,post-2019
Calabria,0,2032,1875,3907,2020-03-31,cruscotto_statistico_giornaliero_31_marzo_2020.pdf,post-2019
Valle D'Aosta,0,94,24,118,2020-03-31,cruscotto_statistico_giornaliero_31_marzo_2020.pdf,post-2019
Liguria,0,2768,677,3445,2020-03-31,cruscotto_statistico_giornaliero_31_marzo_2020.pdf,post-2019
Valle D'Aosta,0,94,23,117,2020-04-30,cruscotto_statistico_giornaliero_30-04-2020.pdf,post-2019
Emilia-Romagna,0,6706,2034,8740,2020-04-30,cruscotto_statistico_giornaliero_30-04-2020.pdf,post-2019
Lombardia,0,9822,1999,11821,2020-04-30,cruscotto_statistico_giornaliero_30-04-2020.pdf,post-2019
Piemonte,0,6288,1723,8011,2020-04-30,cruscotto_statistico_giornaliero_30-04-2020.pdf,post-2019
Lazio,0,5420,2281,7701,2020-04-30,cruscotto_statistico_giornaliero_30-04-2020.pdf,post-2019
Campania,0,4803,1519,6322,2020-04-30,cruscotto_statistico_giornaliero_30-04-2020.pdf,post-2019
Sicilia,274,3494,2461,6229,2020-04-30,cruscotto_statistico_giornaliero_30-04-2020.pdf,post-2019
Veneto,0,5017,609,5626,2020-04-30,cruscotto_statistico_giornaliero_30-04-2020.pdf,post-2019
Puglia,0,1914,2231,4145,2020-04-30,cruscotto_statistico_giornaliero_30-04-2020.pdf,post-2019
Calabria,0,2027,1865,3892,2020-04-30,cruscotto_statistico_giornaliero_30-04-2020.pdf,post-2019
Toscana,0,4339,1290,5629,2020-04-30,cruscotto_statistico_giornaliero_30-04-2020.pdf,post-2019
Friuli-Venezia Giulia,0,2580,298,2878,2020-04-30,cruscotto_statistico_giornaliero_30-04-2020.pdf,post-2019
Marche,0,1302,843,2145,2020-04-30,cruscotto_statistico_giornaliero_30-04-2020.pdf,post-2019
Trentino-Alto Adige,0,1481,359,1840,2020-04-30,cruscotto_statistico_giornaliero_30-04-2020.pdf,post-2019
Abruzzo,0,1278,442,1720,2020-04-30,cruscotto_statistico_giornaliero_30-04-2020.pdf,post-2019
Umbria,0,1099,307,1406,2020-04-30,cruscotto_statistico_giornaliero_30-04-2020.pdf,post-2019
Basilicata,0,942,436,1378,2020-04-30,cruscotto_statistico_giornaliero_30-04-2020.pdf,post-2019
Sardegna,0,1021,206,1227,2020-04-30,cruscotto_statistico_giornaliero_30-04-2020.pdf,post-2019
Liguria,0,2753,657,3410,2020-04-30,cruscotto_statistico_giornaliero_30-04-2020.pdf,post-2019
Molise,0,361,631,992,2020-04-30,cruscotto_statistico_giornaliero_30-04-2020.pdf,post-2019
Veneto,0,4912,596,5508,2020-06-30,cruscotto_statistico_giornaliero_30-06-2020.pdf,post-2019
Toscana,0,4323,1276,5599,2020-06-30,cruscotto_statistico_giornaliero_30-06-2020.pdf,post-2019
Sicilia,258,3342,2625,6225,2020-06-30,cruscotto_statistico_giornaliero_30-06-2020.pdf,post-2019
Lazio,0,5505,2276,7781,2020-06-30,cruscotto_statistico_giornaliero_30-06-2020.pdf,post-2019
Piemonte,0,6136,1638,7774,2020-06-30,cruscotto_statistico_giornaliero_30-06-2020.pdf,post-2019
Puglia,0,1895,2370,4265,2020-06-30,cruscotto_statistico_giornaliero_30-06-2020.pdf,post-2019
Campania,0,4746,1585,6331,2020-06-30,cruscotto_statistico_giornaliero_30-06-2020.pdf,post-2019
Calabria,0,1938,1858,3796,2020-06-30,cruscotto_statistico_giornaliero_30-06-2020.pdf,post-2019
Valle D'Aosta,0,90,25,115,2020-06-30,cruscotto_statistico_giornaliero_30-06-2020.pdf,post-2019
Marche,0,1204,872,2076,2020-06-30,cruscotto_statistico_giornaliero_30-06-2020.pdf,post-2019
Trentino-Alto Adige,0,1448,357,1805,2020-06-30,cruscotto_statistico_giornaliero_30-06-2020.pdf,post-2019
Abruzzo,0,1280,383,1663,2020-06-30,cruscotto_statistico_giornaliero_30-06-2020.pdf,post-2019
Umbria,0,1150,271,1421,2020-06-30,cruscotto_statistico_giornaliero_30-06-2020.pdf,post-2019
Basilicata,0,943,416,1359,2020-06-30,cruscotto_statistico_giornaliero_30-06-2020.pdf,post-2019
Sardegna,0,983,186,1169,2020-06-30,cruscotto_statistico_giornaliero_30-06-2020.pdf,post-2019
Molise,0,339,614,953,2020-06-30,cruscotto_statistico_giornaliero_30-06-2020.pdf,post-2019
Emilia-Romagna,0,6686,2016,8702,2020-06-30,cruscotto_statistico_giornaliero_30-06-2020.pdf,post-2019
Liguria,0,2713,682,3395,2020-06-30,cruscotto_statistico_giornaliero_30-06-2020.pdf,post-2019
Lombardia,0,9659,1969,11628,2020-06-30,cruscotto_statistico_giornaliero_30-06-2020.pdf,post-2019
Friuli-Venezia Giulia,0,2596,284,2880,2020-06-30,cruscotto_statistico_giornaliero_30-06-2020.pdf,post-2019
Veneto,0,0,0,0,2020-07-31,cruscotto_statistico_giornaliero_31-07-2020.pdf,pre-2019
Emilia-Romagna,0,0,0,0,2020-07-31,cruscotto_statistico_giornaliero_31-07-2020.pdf,pre-2019
Lazio,0,0,0,0,2020-07-31,cruscotto_statistico_giornaliero_31-07-2020.pdf,pre-2019
Piemonte,0,0,0,0,2020-07-31,cruscotto_statistico_giornaliero_31-07-2020.pdf,pre-2019
Sicilia,0,0,0,949,2020-07-31,cruscotto_statistico_giornaliero_31-07-2020.pdf,pre-2019
Campania,0,0,0,0,2020-07-31,cruscotto_statistico_giornaliero_31-07-2020.pdf,pre-2019
Toscana,0,0,0,0,2020-07-31,cruscotto_statistico_giornaliero_31-07-2020.pdf,pre-2019
Puglia,0,0,0,0,2020-07-31,cruscotto_statistico_giornaliero_31-07-2020.pdf,pre-2019
Lombardia,0,0,0,0,2020-07-31,cruscotto_statistico_giornaliero_31-07-2020.pdf,pre-2019
Calabria,0,0,0,0,2020-07-31,cruscotto_statistico_giornaliero_31-07-2020.pdf,pre-2019
Liguria,0,0,0,0,2020-07-31,cruscotto_statistico_giornaliero_31-07-2020.pdf,pre-2019
Marche,0,0,0,0,2020-07-31,cruscotto_statistico_giornaliero_31-07-2020.pdf,pre-2019
Trentino-Alto Adige,0,0,0,0,2020-07-31,cruscotto_statistico_giornaliero_31-07-2020.pdf,pre-2019
Abruzzo,0,0,0,0,2020-07-31,cruscotto_statistico_giornaliero_31-07-2020.pdf,pre-2019
Basilicata,0,0,0,0,2020-07-31,cruscotto_statistico_giornaliero_31-07-2020.pdf,pre-2019
Umbria,0,0,0,0,2020-07-31,cruscotto_statistico_giornaliero_31-07-2020.pdf,pre-2019
Sardegna,0,0,0,0,2020-07-31,cruscotto_statistico_giornaliero_31-07-2020.pdf,pre-2019
Friuli-Venezia Giulia,0,0,0,0,2020-07-31,cruscotto_statistico_giornaliero_31-07-2020.pdf,pre-2019
Molise,0,0,0,0,2020-07-31,cruscotto_statistico_giornaliero_31-07-2020.pdf,pre-2019
Valle D'Aosta,0,0,0,0,2020-07-31,cruscotto_statistico_giornaliero_31-07-2020.pdf,pre-2019
Valle D'Aosta,0,88,23,111,2020-08-31,cruscotto_statistico_giornaliero_31-08-2020.pdf,post-2019
Sicilia,1248,3515,3178,7941,2020-08-31,cruscotto_statistico_giornaliero_31-08-2020.pdf,post-2019
Emilia-Romagna,0,6521,2210,8731,2020-08-31,cruscotto_statistico_giornaliero_31-08-2020.pdf,post-2019
Lazio,0,5480,2292,7772,2020-08-31,cruscotto_statistico_giornaliero_31-08-2020.pdf,post-2019
Piemonte,0,6056,1696,7752,2020-08-31,cruscotto_statistico_giornaliero_31-08-2020.pdf,post-2019
Campania,0,4460,1692,6152,2020-08-31,cruscotto_statistico_giornaliero_31-08-2020.pdf,post-2019
Toscana,0,4164,1296,5460,2020-08-31,cruscotto_statistico_giornaliero_31-08-2020.pdf,post-2019
Veneto,0,4563,636,5199,2020-08-31,cruscotto_statistico_giornaliero_31-08-2020.pdf,post-2019
Puglia,0,1553,2492,4045,2020-08-31,cruscotto_statistico_giornaliero_31-08-2020.pdf,post-2019
Molise,0,358,591,949,2020-08-31,cruscotto_statistico_giornaliero_31-08-2020.pdf,post-2019
Calabria,0,1728,1852,3580,2020-08-31,cruscotto_statistico_giornaliero_31-08-2020.pdf,post-2019
Liguria,0,2663,683,3346,2020-08-31,cruscotto_statistico_giornaliero_31-08-2020.pdf,post-2019
Friuli-Venezia Giulia,0,2675,309,2984,2020-08-31,cruscotto_statistico_giornaliero_31-08-2020.pdf,post-2019
Marche,0,1105,917,2022,2020-08-31,cruscotto_statistico_giornaliero_31-08-2020.pdf,post-2019
Trentino-Alto Adige,0,1352,351,1703,2020-08-31,cruscotto_statistico_giornaliero_31-08-2020.pdf,post-2019
Abruzzo,0,1279,396,1675,2020-08-31,cruscotto_statistico_giornaliero_31-08-2020.pdf,post-2019
Umbria,0,1102,274,1376,2020-08-31,cruscotto_statistico_giornaliero_31-08-2020.pdf,post-2019
Basilicata,0,931,433,1364,2020-08-31,cruscotto_statistico_giornaliero_31-08-2020.pdf,post-2019
Sardegna,0,1091,175,1266,2020-08-31,cruscotto_statistico_giornaliero_31-08-2020.pdf,post-2019
Lombardia,0,9216,1913,11129,2020-08-31,cruscotto_statistico_giornaliero_31-08-2020.pdf,post-2019
Lombardia,0,9034,1927,10961,2020-09-30,cruscotto_statistico_giornaliero_30-09-2020.pdf,post-2019
Lazio,0,5350,2344,7694,2020-09-30,cruscotto_statistico_giornaliero_30-09-2020.pdf,post-2019
Piemonte,0,5928,1714,7642,2020-09-30,cruscotto_statistico_giornaliero_30-09-2020.pdf,post-2019
Molise,0,275,646,921,2020-09-30,cruscotto_statistico_giornaliero_30-09-2020.pdf,post-2019
Umbria,0,982,262,1244,2020-09-30,cruscotto_statistico_giornaliero_30-09-2020.pdf,post-2019
Sardegna,0,1108,177,1285,2020-09-30,cruscotto_statistico_giornaliero_30-09-2020.pdf,post-2019
Basilicata,0,876,450,1326,2020-09-30,cruscotto_statistico_giornaliero_30-09-2020.pdf,post-2019
Trentino-Alto Adige,0,1293,351,1644,2020-09-30,cruscotto_statistico_giornaliero_30-09-2020.pdf,post-2019
Abruzzo,0,1194,496,1690,2020-09-30,cruscotto_statistico_giornaliero_30-09-2020.pdf,post-2019
Marche,0,1068,987,2055,2020-09-30,cruscotto_statistico_giornaliero_30-09-2020.pdf,post-2019
Friuli-Venezia Giulia,0,2618,309,2927,2020-09-30,cruscotto_statistico_giornaliero_30-09-2020.pdf,post-2019
Liguria,0,2626,690,3316,2020-09-30,cruscotto_statistico_giornaliero_30-09-2020.pdf,post-2019
Calabria,0,1684,2069,3753,2020-09-30,cruscotto_statistico_giornaliero_30-09-2020.pdf,post-2019
Puglia,0,1413,2513,3926,2020-09-30,cruscotto_statistico_giornaliero_30-09-2020.pdf,post-2019
Veneto,0,4368,630,4998,2020-09-30,cruscotto_statistico_giornaliero_30-09-2020.pdf,post-2019
Toscana,0,3932,1282,5214,2020-09-30,cruscotto_statistico_giornaliero_30-09-2020.pdf,post-2019
Campania,0,4236,1807,6043,2020-09-30,cruscotto_statistico_giornaliero_30-09-2020.pdf,post-2019
Sicilia,217,2909,3442,6568,2020-09-30,cruscotto_statistico_giornaliero_30-09-2020.pdf,post-2019
Valle D'Aosta,0,83,23,106,2020-09-30,cruscotto_statistico_giornaliero_30-09-2020.pdf,post-2019
Emilia-Romagna,0,6519,2240,8759,2020-09-30,cruscotto_statistico_giornaliero_30-09-2020.pdf,post-2019
Sardegna,0,954,184,1138,2020-10-31,cruscotto_statistico_giornaliero_31-10-2020.pdf,post-2019
Trentino-Alto Adige,0,1198,349,1547,2020-10-31,cruscotto_statistico_giornaliero_31-10-2020.pdf,post-2019
Molise,0,228,764,992,2020-10-31,cruscotto_statistico_giornaliero_31-10-2020.pdf,post-2019
Valle D'Aosta,0,70,23,93,2020-10-31,cruscotto_statistico_giornaliero_31-10-2020.pdf,post-2019
Lombardia,0,8693,1985,10678,2020-10-31,cruscotto_statistico_giornaliero_31-10-2020.pdf,post-2019
Emilia-Romagna,0,6415,2221,8636,2020-10-31,cruscotto_statistico_giornaliero_31-10-2020.pdf,post-2019
Lazio,0,5253,2393,7646,2020-10-31,cruscotto_statistico_giornaliero_31-10-2020.pdf,post-2019
Piemonte,0,5648,1741,7389,2020-10-31,cruscotto_statistico_giornaliero_31-10-2020.pdf,post-2019
Sicilia,61,2805,3490,6356,2020-10-31,cruscotto_statistico_giornaliero_31-10-2020.pdf,post-2019
Basilicata,0,830,517,1347,2020-10-31,cruscotto_statistico_giornaliero_31-10-2020.pdf,post-2019
Campania,0,3966,1941,5907,2020-10-31,cruscotto_statistico_giornaliero_31-10-2020.pdf,post-2019
Veneto,0,4207,609,4816,2020-10-31,cruscotto_statistico_giornaliero_31-10-2020.pdf,post-2019
Puglia,0,1430,2724,4154,2020-10-31,cruscotto_statistico_giornaliero_31-10-2020.pdf,post-2019
Calabria,0,1482,2200,3682,2020-10-31,cruscotto_statistico_giornaliero_31-10-2020.pdf,post-2019
Liguria,0,2592,683,3275,2020-10-31,cruscotto_statistico_giornaliero_31-10-2020.pdf,post-2019
Friuli-Venezia Giulia,0,2504,298,2802,2020-10-31,cruscotto_statistico_giornaliero_31-10-2020.pdf,post-2019
Marche,0,1199,990,2189,2020-10-31,cruscotto_statistico_giornaliero_31-10-2020.pdf,post-2019
Abruzzo,0,1128,522,1650,2020-10-31,cruscotto_statistico_giornaliero_31-10-2020.pdf,post-2019
Toscana,0,3853,1286,5139,2020-10-31,cruscotto_statistico_giornaliero_31-10-2020.pdf,post-2019
Umbria,0,936,273,1209,2020-10-31,cruscotto_statistico_giornaliero_31-10-2020.pdf,post-2019
Piemonte,0,5577,1703,7280,2020-11-30,cruscotto_statistico_giornaliero_30_novembre_2020.pdf,post-2019
Lombardia,0,8506,1992,10498,2020-11-30,cruscotto_statistico_giornaliero_30_novembre_2020.pdf,post-2019
Sicilia,169,2731,3404,6304,2020-11-30,cruscotto_statistico_giornaliero_30_novembre_2020.pdf,post-2019
Campania,0,4047,1938,5985,2020-11-30,cruscotto_statistico_giornaliero_30_novembre_2020.pdf,post-2019
Toscana,0,3931,1271,5202,2020-11-30,cruscotto_statistico_giornaliero_30_novembre_2020.pdf,post-2019
Veneto,0,4127,630,4757,2020-11-30,cruscotto_statistico_giornaliero_30_novembre_2020.pdf,post-2019
Puglia,61,1505,2806,4372,2020-11-30,cruscotto_statistico_giornaliero_30_novembre_2020.pdf,post-2019
